order_id,region,product,sales_rep,channel,quantity_sold,unit_price,order_date,total_sale,discount_percent,discount_value,net_sale,profit
1041,East,Smartphone,Fiona,Retail Store,3,823.42,2023-04-28,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1042,East,Laptop,Diana,Retail Store,6,823.42,2023-01-05,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1043,South,Headphones,Diana,Online,9,823.42,2023-06-19,7410.78,15,1111.617,6299.163,876.1606607949223
1044,West,Laptop,Diana,Online,9,823.42,2023-03-28,7410.78,20,1482.156,5928.624,824.6217983952209
1045,West,Smartwatch,Bob,Retail Store,7,823.42,2023-03-17,5763.94,5,288.19699999999995,5475.7429999999995,761.6298554622526
1046,West,Monitor,Diana,Online,3,823.42,2023-06-07,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1047,West,Tablet,Charlie,Retail Store,4,823.42,2023-02-26,3293.68,0,0.0,3293.68,458.1232213306783
1048,East,Laptop,Alice,Retail Store,6,823.42,2023-05-07,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1049,South,Smartwatch,Diana,Retail Store,5,823.42,2023-01-29,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1050,South,Smartwatch,Fiona,Retail Store,2,823.42,2023-06-14,1646.84,0,0.0,1646.84,229.06161066533915
1051,East,Monitor,Alice,Retail Store,6,823.42,2023-03-28,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1052,South,Headphones,Bob,Online,3,823.42,2023-05-21,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1053,East,Smartwatch,Fiona,Retail Store,8,823.42,2023-06-09,6587.36,10,658.7359999999999,5928.624,824.6217983952209
1054,West,Smartwatch,Alice,Online,2,823.42,2023-02-15,1646.84,0,0.0,1646.84,229.06161066533915
1055,East,Smartwatch,Fiona,Online,1,823.42,2023-04-26,823.42,0,0.0,823.42,114.53080533266957
1056,West,Smartwatch,Bob,Retail Store,9,823.42,2023-04-22,7410.78,5,370.539,7040.241,979.2383855943249
1057,West,Smartphone,Charlie,Retail Store,3,823.42,2023-05-31,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1058,North,Smartphone,Bob,Online,1,823.42,2023-02-14,823.42,20,164.68399999999997,658.736,91.62464426613566
1059,East,Headphones,Bob,Online,7,823.42,2023-05-25,5763.94,5,288.19699999999995,5475.7429999999995,761.6298554622526
1060,North,Laptop,Fiona,Online,5,823.42,2023-04-14,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1061,East,Smartwatch,Ethan,Retail Store,5,823.42,2023-03-26,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1062,East,Monitor,Diana,Online,1,823.42,2023-05-14,823.42,0,0.0,823.42,114.53080533266957
1063,North,Laptop,Diana,Retail Store,9,823.42,2023-04-18,7410.78,20,1482.156,5928.624,824.6217983952209
1064,North,Monitor,Charlie,Retail Store,7,823.42,2023-01-18,5763.94,0,0.0,5763.94,801.715637328687
1065,East,Laptop,Charlie,Retail Store,8,823.42,2023-04-04,6587.36,5,329.36799999999994,6257.992,870.4341205282888
1066,South,Headphones,Diana,Online,9,823.42,2023-05-30,7410.78,0,0.0,7410.78,1030.777247994026
1067,West,Smartwatch,Ethan,Retail Store,6,823.42,2023-02-02,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1068,North,Smartwatch,Diana,Retail Store,5,823.42,2023-06-07,4117.099999999999,15,617.5649999999999,3499.5349999999994,486.75592266384564
1069,West,Tablet,Ethan,Retail Store,6,823.42,2023-05-06,4940.5199999999995,15,741.0779999999999,4199.442,584.1071071966148
1070,South,Monitor,Charlie,Retail Store,2,823.42,2023-06-09,1646.84,0,0.0,1646.84,229.06161066533915
1071,South,Laptop,Alice,Retail Store,4,823.42,2023-06-19,3293.68,0,0.0,3293.68,458.1232213306783
1072,South,Laptop,Fiona,Online,3,823.42,2023-05-02,2470.2599999999998,15,370.53899999999993,2099.721,292.0535535983074
1073,North,Smartphone,Charlie,Retail Store,7,823.42,2023-05-18,5763.94,20,1152.7879999999998,4611.152,641.3725098629496
1074,South,Tablet,Charlie,Retail Store,9,823.42,2023-04-25,7410.78,0,0.0,7410.78,1030.777247994026
1075,North,Smartphone,Bob,Online,5,823.42,2023-06-13,4117.099999999999,5,205.85499999999996,3911.2449999999994,544.0213253301804
1076,South,Smartphone,Bob,Retail Store,6,823.42,2023-06-11,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1077,West,Smartphone,Bob,Online,2,823.42,2023-01-28,1646.84,15,247.02599999999998,1399.8139999999999,194.70236906553825
1078,West,Monitor,Fiona,Retail Store,3,823.42,2023-01-11,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1079,East,Monitor,Bob,Online,3,823.42,2023-06-16,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1080,West,Headphones,Ethan,Online,9,823.42,2023-02-16,7410.78,10,741.078,6669.701999999999,927.6995231946235
1081,East,Headphones,Diana,Retail Store,7,823.42,2023-05-07,5763.94,0,0.0,5763.94,801.715637328687
1082,West,Smartphone,Alice,Retail Store,8,823.42,2023-05-27,6587.36,5,329.36799999999994,6257.992,870.4341205282888
1083,North,Tablet,Charlie,Retail Store,9,823.42,2023-04-28,7410.78,5,370.539,7040.241,979.2383855943249
1084,West,Laptop,Ethan,Online,6,823.42,2023-05-23,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1085,East,Monitor,Alice,Online,4,823.42,2023-05-06,3293.68,0,0.0,3293.68,458.1232213306783
1086,East,Tablet,Ethan,Online,1,823.42,2023-06-05,823.42,5,41.17099999999999,782.249,108.8042650660361
1087,South,Smartwatch,Ethan,Retail Store,8,823.42,2023-06-01,6587.36,0,0.0,6587.36,916.2464426613566
1088,North,Monitor,Charlie,Online,7,823.42,2023-03-13,5763.94,5,288.19699999999995,5475.7429999999995,761.6298554622526
1089,West,Monitor,Diana,Online,2,823.42,2023-04-17,1646.84,15,247.02599999999998,1399.8139999999999,194.70236906553825
1090,South,Headphones,Bob,Retail Store,8,823.42,2023-05-17,6587.36,10,658.7359999999999,5928.624,824.6217983952209
1091,West,Laptop,Fiona,Online,5,823.42,2023-06-24,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1092,West,Laptop,Diana,Online,7,823.42,2023-02-02,5763.94,0,0.0,5763.94,801.715637328687
1093,South,Smartwatch,Fiona,Retail Store,4,823.42,2023-01-19,3293.68,0,0.0,3293.68,458.1232213306783
1094,South,Smartwatch,Charlie,Online,5,823.42,2023-03-15,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1095,South,Monitor,Charlie,Retail Store,8,823.42,2023-06-17,6587.36,5,329.36799999999994,6257.992,870.4341205282888
1096,South,Smartphone,Charlie,Retail Store,1,823.42,2023-06-24,823.42,10,82.34199999999998,741.078,103.07772479940262
1097,South,Headphones,Alice,Retail Store,1,823.42,2023-06-06,823.42,0,0.0,823.42,114.53080533266957
1098,West,Headphones,Fiona,Retail Store,4,823.42,2023-06-27,3293.68,0,0.0,3293.68,458.1232213306783
1099,South,Monitor,Diana,Retail Store,3,823.42,2023-04-08,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1100,North,Tablet,Diana,Online,2,823.42,2023-05-21,1646.84,10,164.68399999999997,1482.156,206.15544959880523
1101,East,Smartphone,Ethan,Online,3,823.42,2023-05-09,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1102,South,Monitor,Ethan,Retail Store,1,823.42,2023-06-11,823.42,10,82.34199999999998,741.078,103.07772479940262
1103,South,Smartphone,Ethan,Retail Store,1,823.42,2023-04-03,823.42,0,0.0,823.42,114.53080533266957
1104,West,Smartphone,Charlie,Online,6,823.42,2023-06-25,4940.5199999999995,15,741.0779999999999,4199.442,584.1071071966148
1105,South,Smartphone,Diana,Retail Store,5,823.42,2023-02-17,4117.099999999999,15,617.5649999999999,3499.5349999999994,486.75592266384564
1106,South,Monitor,Fiona,Retail Store,8,823.42,2023-06-26,6587.36,0,0.0,6587.36,916.2464426613566
1107,South,Headphones,Charlie,Retail Store,2,823.42,2023-03-05,1646.84,0,0.0,1646.84,229.06161066533915
1108,West,Headphones,Alice,Online,4,823.42,2023-03-02,3293.68,5,164.68399999999997,3128.996,435.2170602641444
1109,South,Smartphone,Ethan,Online,8,823.42,2023-06-06,6587.36,0,0.0,6587.36,916.2464426613566
1110,East,Tablet,Charlie,Retail Store,6,823.42,2023-02-08,4940.5199999999995,10,494.05199999999996,4446.468,618.4663487964157
1111,West,Laptop,Charlie,Retail Store,1,823.42,2023-05-08,823.42,15,123.51299999999999,699.9069999999999,97.35118453276912
1112,East,Monitor,Alice,Online,4,823.42,2023-03-29,3293.68,10,329.36799999999994,2964.312,412.31089919761047
1113,West,Laptop,Bob,Online,1,823.42,2023-01-26,823.42,15,123.51299999999999,699.9069999999999,97.35118453276912
1114,South,Tablet,Diana,Retail Store,2,823.42,2023-01-17,1646.84,0,0.0,1646.84,229.06161066533915
1115,East,Monitor,Fiona,Retail Store,5,823.42,2023-03-12,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1116,West,Smartphone,Bob,Online,8,823.42,2023-01-13,6587.36,10,658.7359999999999,5928.624,824.6217983952209
1117,North,Headphones,Ethan,Online,8,823.42,2023-03-10,6587.36,0,0.0,6587.36,916.2464426613566
1118,South,Laptop,Charlie,Online,3,823.42,2023-01-26,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1119,West,Smartwatch,Alice,Retail Store,4,823.42,2023-02-18,3293.68,0,0.0,3293.68,458.1232213306783
1120,North,Smartwatch,Alice,Online,6,823.42,2023-01-07,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1121,West,Tablet,Diana,Retail Store,3,823.42,2023-02-27,2470.2599999999998,20,494.05199999999996,1976.2079999999999,274.87393279840694
1122,North,Smartphone,Bob,Online,2,823.42,2023-02-18,1646.84,0,0.0,1646.84,229.06161066533915
1123,South,Laptop,Diana,Online,6,823.42,2023-04-13,4940.5199999999995,20,988.1039999999999,3952.4159999999997,549.7478655968139
1124,East,Smartphone,Charlie,Online,5,823.42,2023-02-22,4117.099999999999,20,823.4199999999998,3293.6799999999994,458.12322133067823
1125,North,Laptop,Diana,Online,5,823.42,2023-03-03,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1126,West,Tablet,Fiona,Retail Store,5,823.42,2023-01-17,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1127,South,Tablet,Alice,Retail Store,5,823.42,2023-06-20,4117.099999999999,5,205.85499999999996,3911.2449999999994,544.0213253301804
1128,North,Smartwatch,Alice,Online,3,823.42,2023-01-25,2470.2599999999998,15,370.53899999999993,2099.721,292.0535535983074
1129,West,Smartphone,Ethan,Retail Store,7,823.42,2023-05-11,5763.94,0,0.0,5763.94,801.715637328687
1130,West,Monitor,Ethan,Online,6,823.42,2023-01-29,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1131,West,Smartwatch,Charlie,Online,4,823.42,2023-04-27,3293.68,10,329.36799999999994,2964.312,412.31089919761047
1132,North,Smartphone,Fiona,Online,2,823.42,2023-06-09,1646.84,5,82.34199999999998,1564.498,217.6085301320722
1133,North,Smartwatch,Bob,Online,9,823.42,2023-01-26,7410.78,5,370.539,7040.241,979.2383855943249
1134,North,Monitor,Diana,Retail Store,1,823.42,2023-05-04,823.42,0,0.0,823.42,114.53080533266957
1135,East,Headphones,Charlie,Online,4,823.42,2023-05-24,3293.68,5,164.68399999999997,3128.996,435.2170602641444
1136,North,Headphones,Ethan,Online,1,823.42,2023-01-25,823.42,15,123.51299999999999,699.9069999999999,97.35118453276912
1137,North,Headphones,Diana,Retail Store,6,823.42,2023-02-23,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1138,North,Headphones,Ethan,Online,4,823.42,2023-06-05,3293.68,20,658.7359999999999,2634.944,366.49857706454264
1139,East,Laptop,Diana,Online,5,823.42,2023-03-14,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1140,North,Headphones,Bob,Online,5,823.42,2023-04-30,4117.099999999999,15,617.5649999999999,3499.5349999999994,486.75592266384564
1141,West,Monitor,Charlie,Retail Store,9,823.42,2023-02-25,7410.78,5,370.539,7040.241,979.2383855943249
1142,North,Tablet,Diana,Online,1,823.42,2023-03-06,823.42,10,82.34199999999998,741.078,103.07772479940262
1143,West,Tablet,Fiona,Retail Store,2,823.42,2023-04-03,1646.84,0,0.0,1646.84,229.06161066533915
1144,West,Laptop,Alice,Online,6,823.42,2023-03-27,4940.5199999999995,15,741.0779999999999,4199.442,584.1071071966148
1145,West,Headphones,Fiona,Online,5,823.42,2023-03-21,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1146,East,Headphones,Fiona,Retail Store,7,823.42,2023-06-18,5763.94,15,864.5909999999999,4899.349,681.458291729384
1147,East,Headphones,Alice,Online,3,823.42,2023-04-18,2470.2599999999998,20,494.05199999999996,1976.2079999999999,274.87393279840694
1148,East,Smartwatch,Fiona,Online,3,823.42,2023-06-28,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1149,North,Smartphone,Diana,Retail Store,2,823.42,2023-04-28,1646.84,0,0.0,1646.84,229.06161066533915
1150,West,Smartwatch,Diana,Retail Store,3,823.42,2023-06-06,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1151,East,Smartphone,Diana,Retail Store,1,823.42,2023-03-24,823.42,0,0.0,823.42,114.53080533266957
1152,East,Headphones,Alice,Retail Store,5,823.42,2023-05-27,4117.099999999999,15,617.5649999999999,3499.5349999999994,486.75592266384564
1153,North,Headphones,Fiona,Retail Store,5,823.42,2023-06-18,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1154,East,Smartwatch,Alice,Online,7,823.42,2023-06-22,5763.94,0,0.0,5763.94,801.715637328687
1155,North,Smartwatch,Diana,Retail Store,4,823.42,2023-01-15,3293.68,20,658.7359999999999,2634.944,366.49857706454264
1156,South,Smartphone,Fiona,Online,3,823.42,2023-05-11,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1157,East,Tablet,Fiona,Online,1,823.42,2023-05-19,823.42,15,123.51299999999999,699.9069999999999,97.35118453276912
1158,South,Smartphone,Ethan,Online,8,823.42,2023-06-23,6587.36,0,0.0,6587.36,916.2464426613566
1159,North,Smartwatch,Ethan,Retail Store,3,823.42,2023-01-30,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1160,West,Monitor,Bob,Retail Store,2,823.42,2023-02-26,1646.84,5,82.34199999999998,1564.498,217.6085301320722
1161,East,Smartwatch,Charlie,Online,4,823.42,2023-05-26,3293.68,10,329.36799999999994,2964.312,412.31089919761047
1162,North,Monitor,Ethan,Retail Store,3,823.42,2023-06-28,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1163,West,Laptop,Alice,Retail Store,1,823.42,2023-05-08,823.42,5,41.17099999999999,782.249,108.8042650660361
1164,West,Smartwatch,Ethan,Retail Store,3,823.42,2023-02-17,2470.2599999999998,5,123.51299999999999,2346.747,326.41279519810826
1165,South,Laptop,Bob,Retail Store,2,823.42,2023-05-16,1646.84,0,0.0,1646.84,229.06161066533915
1166,North,Tablet,Fiona,Online,8,823.42,2023-01-22,6587.36,10,658.7359999999999,5928.624,824.6217983952209
1167,West,Smartphone,Bob,Online,6,823.42,2023-01-06,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1168,East,Monitor,Fiona,Retail Store,9,823.42,2023-04-14,7410.78,10,741.078,6669.701999999999,927.6995231946235
1169,East,Smartphone,Fiona,Online,8,823.42,2023-02-05,6587.36,0,0.0,6587.36,916.2464426613566
1170,South,Laptop,Charlie,Retail Store,3,823.42,2023-03-20,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1171,West,Monitor,Ethan,Retail Store,5,823.42,2023-04-26,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1172,North,Smartphone,Alice,Online,7,823.42,2023-02-26,5763.94,0,0.0,5763.94,801.715637328687
1173,East,Smartwatch,Alice,Online,5,823.42,2023-02-18,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1174,West,Headphones,Diana,Online,8,823.42,2023-06-22,6587.36,0,0.0,6587.36,916.2464426613566
1175,West,Laptop,Fiona,Retail Store,5,823.42,2023-03-23,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1176,South,Smartphone,Alice,Online,1,823.42,2023-03-07,823.42,15,123.51299999999999,699.9069999999999,97.35118453276912
1177,East,Laptop,Charlie,Retail Store,5,823.42,2023-03-18,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1178,East,Laptop,Fiona,Online,4,823.42,2023-02-14,3293.68,10,329.36799999999994,2964.312,412.31089919761047
1179,North,Monitor,Charlie,Online,6,823.42,2023-03-20,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1180,East,Monitor,Alice,Retail Store,3,823.42,2023-01-20,2470.2599999999998,5,123.51299999999999,2346.747,326.41279519810826
1181,North,Headphones,Alice,Retail Store,5,823.42,2023-05-03,4117.099999999999,20,823.4199999999998,3293.6799999999994,458.12322133067823
1182,East,Smartwatch,Diana,Retail Store,2,823.42,2023-03-08,1646.84,0,0.0,1646.84,229.06161066533915
1183,South,Laptop,Alice,Retail Store,6,823.42,2023-03-24,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1184,East,Smartphone,Fiona,Retail Store,6,823.42,2023-01-03,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1185,North,Tablet,Fiona,Retail Store,5,823.42,2023-03-05,4117.099999999999,0,0.0,4117.099999999999,572.6540266633478
1186,North,Laptop,Fiona,Retail Store,6,823.42,2023-02-09,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1187,South,Laptop,Diana,Retail Store,7,823.42,2023-02-28,5763.94,0,0.0,5763.94,801.715637328687
1188,East,Headphones,Diana,Online,5,823.42,2023-03-03,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1189,East,Smartwatch,Alice,Retail Store,1,823.42,2023-05-12,823.42,5,41.17099999999999,782.249,108.8042650660361
1190,South,Tablet,Bob,Retail Store,8,823.42,2023-03-01,6587.36,5,329.36799999999994,6257.992,870.4341205282888
1191,East,Monitor,Bob,Online,4,823.42,2023-04-26,3293.68,0,0.0,3293.68,458.1232213306783
1192,East,Monitor,Diana,Retail Store,9,823.42,2023-03-16,7410.78,0,0.0,7410.78,1030.777247994026
1193,North,Smartphone,Alice,Online,6,823.42,2023-05-02,4940.5199999999995,10,494.05199999999996,4446.468,618.4663487964157
1194,East,Tablet,Bob,Online,1,823.42,2023-04-17,823.42,20,164.68399999999997,658.736,91.62464426613566
1195,East,Monitor,Alice,Retail Store,3,823.42,2023-04-06,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1196,South,Smartphone,Alice,Online,3,823.42,2023-04-01,2470.2599999999998,15,370.53899999999993,2099.721,292.0535535983074
1197,South,Smartwatch,Alice,Retail Store,4,823.42,2023-06-07,3293.68,5,164.68399999999997,3128.996,435.2170602641444
1198,West,Smartphone,Ethan,Online,6,823.42,2023-05-10,4940.5199999999995,5,247.02599999999998,4693.494,652.8255903962165
1199,North,Monitor,Fiona,Online,7,823.42,2023-03-03,5763.94,5,288.19699999999995,5475.7429999999995,761.6298554622526
1200,East,Headphones,Alice,Online,4,823.42,2023-02-18,3293.68,0,0.0,3293.68,458.1232213306783
1201,East,Headphones,Ethan,Retail Store,6,823.42,2023-05-17,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1202,West,Headphones,Diana,Retail Store,1,823.42,2023-04-02,823.42,10,82.34199999999998,741.078,103.07772479940262
1203,East,Monitor,Bob,Online,8,823.42,2023-06-08,6587.36,0,0.0,6587.36,916.2464426613566
1204,North,Headphones,Fiona,Online,7,823.42,2023-05-04,5763.94,20,1152.7879999999998,4611.152,641.3725098629496
1205,West,Tablet,Bob,Retail Store,9,823.42,2023-03-02,7410.78,5,370.539,7040.241,979.2383855943249
1206,North,Smartwatch,Fiona,Retail Store,3,823.42,2023-02-17,2470.2599999999998,0,0.0,2470.2599999999998,343.5924159980087
1207,West,Smartphone,Bob,Online,2,823.42,2023-06-02,1646.84,10,164.68399999999997,1482.156,206.15544959880523
1208,West,Smartphone,Fiona,Online,1,823.42,2023-06-13,823.42,0,0.0,823.42,114.53080533266957
1209,South,Monitor,Bob,Retail Store,3,823.42,2023-05-16,2470.2599999999998,5,123.51299999999999,2346.747,326.41279519810826
1210,North,Headphones,Bob,Retail Store,5,823.42,2023-02-27,4117.099999999999,10,411.7099999999999,3705.3899999999994,515.388623997013
1211,East,Headphones,Bob,Retail Store,2,823.42,2023-04-11,1646.84,20,329.36799999999994,1317.472,183.24928853227132
1212,East,Laptop,Bob,Retail Store,3,823.42,2023-04-22,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1213,North,Smartwatch,Diana,Retail Store,4,823.42,2023-06-22,3293.68,10,329.36799999999994,2964.312,412.31089919761047
1214,East,Tablet,Alice,Online,7,823.42,2023-03-03,5763.94,10,576.3939999999999,5187.545999999999,721.5440735958182
1215,East,Smartphone,Charlie,Retail Store,3,823.42,2023-02-08,2470.2599999999998,20,494.05199999999996,1976.2079999999999,274.87393279840694
1216,North,Laptop,Ethan,Online,9,823.42,2023-02-27,7410.78,0,0.0,7410.78,1030.777247994026
1217,West,Laptop,Charlie,Retail Store,8,823.42,2023-04-09,6587.36,0,0.0,6587.36,916.2464426613566
1218,North,Monitor,Charlie,Online,4,823.42,2023-02-13,3293.68,0,0.0,3293.68,458.1232213306783
1219,West,Smartphone,Fiona,Retail Store,1,823.42,2023-01-29,823.42,0,0.0,823.42,114.53080533266957
1220,East,Monitor,Alice,Retail Store,1,823.42,2023-02-28,823.42,10,82.34199999999998,741.078,103.07772479940262
1221,East,Tablet,Fiona,Online,1,823.42,2023-03-12,823.42,10,82.34199999999998,741.078,103.07772479940262
1222,East,Laptop,Alice,Online,1,823.42,2023-04-02,823.42,5,41.17099999999999,782.249,108.8042650660361
1223,South,Laptop,Alice,Retail Store,8,823.42,2023-01-09,6587.36,0,0.0,6587.36,916.2464426613566
1224,West,Smartwatch,Bob,Retail Store,3,823.42,2023-05-07,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1225,South,Tablet,Diana,Retail Store,6,823.42,2023-05-14,4940.5199999999995,0,0.0,4940.5199999999995,687.1848319960174
1226,South,Laptop,Bob,Retail Store,3,823.42,2023-06-06,2470.2599999999998,10,247.02599999999998,2223.234,309.23317439820784
1227,North,Tablet,Diana,Retail Store,5,823.42,2023-05-25,4117.099999999999,5,205.85499999999996,3911.2449999999994,544.0213253301804
